ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],# Registers [register/thread],Grid Size,Block Size [block],Result Type
599,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.65,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
600,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.54,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
601,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.08,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
602,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.24,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
603,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.34,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
604,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.61,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
605,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.55,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
606,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.50,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
607,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.14,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
608,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.44,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
609,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,98.18,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
610,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.58,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
611,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.54,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
612,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.52,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
613,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.15,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
614,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.30,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
615,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.30,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
616,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.38,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
617,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.96,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
618,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.58,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
619,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.28,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
620,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,63.04,0.00,222,"   12,    9,    1","  256,    1,    1",Kernel: SIMT
621,0.00,elementwise_kernel_with_index,..elementwise_kernel_with_index..,5.60,0.00,16,"    1,    1,    1","   64,    1,    1",Kernel: SIMT
622,0.00,flash_fwd_kernel,..Flash_fwd_kernel_traits..,97.92,0.00,255,"    9,    1,   16","  128,    1,    1",Kernel: SIMT
623,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,39.36,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
624,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.90,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
625,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.42,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
626,0.00,vectorized_layer_norm_kernel,..vectorized_layer_norm_kernel..,17.18,0.00,31," 1025,    1,    1","   32,    4,    1",Kernel: SIMT
627,0.00,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,ampere_bf16_s16816gemm_bf16_256x128_ldg8_relu_f2f_stages_32x3_tn,118.30,0.00,222,"   16,    9,    1","  256,    1,    1",Kernel: SIMT
628,0.00,vectorized_elementwise_kernel,..GeluCUDAKernelImpl..,22.30,0.00,32," 4100,    1,    1","  128,    1,    1",Kernel: SIMT
629,0.00,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,105.63,0.00,246,"    8,    9,    1","  128,    1,    1",Kernel: SIMT
630,0.00,elementwise_kernel,..BinaryFunctor..binary_internal..,16.58,0.00,16," 2050,    1,    1","  128,    1,    1",Kernel: SIMT
631,0.00,vectorized_elementwise_kernel,..vectorized_elementwise_kernel..,11.30,0.00,32," 1025,    1,    1","  128,    1,    1",Kernel: SIMT
